organism_key,taxon,stage,start_day,start_month,end_day,end_month
NBNORG0000058873,Psychoides verhuella,mature,1,5,31,7
NBNORG0000009209,Pterapherapteryx sexalata,mature,21,4,7,9
NBNORG0000058877,Pterophorus pentadactyla,mature,1,3,30,9
NBNORG0000009286,Pterostoma palpina,mature,1,4,7,9
NBNORG0000009284,Ptilodon capucina,mature,15,4,15,9
NBNORG0000058879,Ptilodon cucullina,mature,21,4,7,9
NBNORG0000058880,Ptilophora plumigera,mature,1,11,7,12
NBNORG0000058881,Ptocheuusa paupella,mature,21,5,30,9
NBNORG0000058882,Ptycholoma lecheana,mature,15,5,15,8
NBNORG0000058883,Ptycholomoides aeriferana,mature,15,6,31,8
NBNORG0000058887,Pyralis farinalis,mature,15,5,31,10
NBNORG0000058888,Pyralis lienigialis,mature,1,6,31,10
NBNORG0000117257,Pyrausta aerealis,mature,1,6,30,6
NBNORG0000058891,Pyrausta aurata,mature,15,4,30,9
NBNORG0000058892,Pyrausta cingulata,mature,15,4,31,8
NBNORG0000043080,Pyrausta despicata,mature,21,3,30,9
NBNORG0000058893,Pyrausta nigrata,mature,15,4,31,10
NBNORG0000058894,Pyrausta ostrinalis,mature,15,4,15,8
NBNORG0000058895,Pyrausta purpuralis,mature,1,4,15,9
NBNORG0000018499,Pyrausta sanguinalis,mature,21,5,31,7
NBNORG0000086944,Pyroderces argyrogrammos,mature,1,5,31,5
NBNORG0000058902,Pyropteron chrysidiformis,mature,21,5,7,7
NBNORG0000043378,Pyropteron muscaeformis,mature,21,5,31,7
NBNORG0000009537,Pyrrhia umbra,mature,21,4,15,10
NBNORG0000058903,Recurvaria leucatella,mature,21,6,21,8
NBNORG0000058904,Recurvaria nanella,mature,15,6,31,8
NBNORG0000006864,Retinia resinella,mature,1,6,30,6
NBNORG0000009146,Rheumaptera cervinalis,mature,21,3,15,6
NBNORG0000009145,Rheumaptera hastata,mature,1,5,21,7
NBNORG0000070479,Rheumaptera hastata hastata,mature,1,5,21,7
NBNORG0000070480,Rheumaptera hastata nigrescens,mature,1,5,21,7
NBNORG0000009147,Rheumaptera undulata,mature,1,6,31,8
NBNORG0000058905,Rhigognostis annulatella,mature,21,6,1,4
NBNORG0000058906,Rhigognostis incarnatella,mature,15,8,15,7
NBNORG0000058907,Rhigognostis senilella,mature,30,6,1,6
NBNORG0000058908,Rhizedra lutosa,mature,15,7,15,11
NBNORG0000009100,Rhodometra sacraria,mature,1,4,21,11
NBNORG0000058718,Rhodophaea formosa,mature,21,5,30,9
NBNORG0000043137,Rhopobota myrtillana,mature,1,5,30,6
NBNORG0000058909,Rhopobota naevana,mature,1,6,7,10
NBNORG0000058910,Rhopobota stagnana,mature,1,4,30,9
NBNORG0000058911,Rhopobota ustomaculana,mature,1,6,31,7
NBNORG0000058912,Rhyacia lucipeta,mature,1,6,30,9
NBNORG0000009349,Rhyacia simulans,mature,1,6,7,10
NBNORG0000058913,Rhyacionia buoliana,mature,1,6,7,9
NBNORG0000043138,Rhyacionia logaea,mature,1,4,7,5
NBNORG0000058914,Rhyacionia pinicolana,mature,1,6,31,8
NBNORG0000058915,Rhyacionia pinivorana,mature,21,4,15,8
NBNORG0000009575,Rivula sericealis,mature,15,5,31,10
NBNORG0000058918,Roeslerstammia erxlebella,mature,1,5,30,9
NBNORG0000058919,Roeslerstammia pronubella,mature,1,5,1,6
NBNORG0000009470,Rusina ferruginea,mature,1,5,31,8
NBNORG0000009053,Sabra harpagula,mature,21,5,15,7
NBNORG0000058920,Salebriopsis albicilla,mature,15,5,31,7
NBNORG0000027071,Saturnia pavonia,mature,15,3,15,6
NBNORG0000043233,Schiffermuelleria grandis,mature,1,5,30,6
NBNORG0000117150,Schiffermuelleria schaefferella,mature,1,5,31,5
NBNORG0000058930,Schoenobius gigantella,mature,21,5,15,9
NBNORG0000009581,Schrankia costaestrigalis,mature,1,5,7,11
NBNORG0000058931,Schrankia taenialis,mature,7,6,7,10
NBNORG0000058932,Schreckensteinia festaliella,mature,1,4,30,9
NBNORG0000058934,Sciota adelphella,mature,21,5,7,9
NBNORG0000018503,Sciota hostilis,mature,21,5,31,7
NBNORG0000086967,Sciota rhenella,mature,1,7,31,8
NBNORG0000058935,Sclerocona acutellus,mature,1,6,7,8
NBNORG0000009573,Scoliopteryx libatrix,mature,1,1,31,12
NBNORG0000058936,Scoparia ambigualis,mature,15,4,31,10
NBNORG0000058937,Scoparia ancipitella,mature,21,6,31,8
NBNORG0000058938,Scoparia basistrigalis,mature,21,5,31,8
NBNORG0000058939,Scoparia pyralella,mature,21,4,21,8
NBNORG0000058940,Scoparia subfusca,mature,15,5,7,9
NBNORG0000058943,Scopula emutaria,mature,1,6,15,9
NBNORG0000009082,Scopula floslactata,mature,15,4,31,8
NBNORG0000058945,Scopula imitaria,mature,21,5,7,10
NBNORG0000009076,Scopula immorata,mature,7,6,15,7
NBNORG0000009081,Scopula immutata,mature,15,5,31,8
NBNORG0000009080,Scopula marginepunctata,mature,15,4,7,10
NBNORG0000009077,Scopula nigropunctata,mature,15,6,15,8
NBNORG0000009078,Scopula ornata,mature,15,4,7,9
NBNORG0000009079,Scopula rubiginata,mature,21,5,7,9
NBNORG0000009083,Scopula ternata,mature,1,6,21,8
NBNORG0000060087,Scotopteryx bipunctaria,mature,7,6,7,9
NBNORG0000058948,Scotopteryx bipunctaria bipunctaria,mature,7,6,7,9
NBNORG0000009110,Scotopteryx bipunctaria cretata,mature,7,6,7,9
NBNORG0000009111,Scotopteryx chenopodiata,mature,1,6,21,9
NBNORG0000060088,Scotopteryx luridata,mature,15,5,21,8
NBNORG0000058949,Scotopteryx luridata luridata,mature,15,5,21,8
NBNORG0000009116,Scotopteryx luridata plumbaria,mature,15,5,21,8
NBNORG0000009109,Scotopteryx moeniata,mature,15,7,7,9
NBNORG0000009113,Scotopteryx mucronata,mature,1,5,31,7
NBNORG0000058950,Scotopteryx mucronata mucronata,mature,1,5,31,7
NBNORG0000009115,Scotopteryx mucronata scotica,mature,1,5,31,7
NBNORG0000009114,Scotopteryx mucronata umbrifera,mature,1,5,31,7
NBNORG0000058951,Scotopteryx peribolata,mature,21,8,30,9
NBNORG0000058952,Scrobipalpa acuminatella,mature,1,4,15,9
NBNORG0000058953,Scrobipalpa artemisiella,mature,21,5,31,8
NBNORG0000058954,Scrobipalpa atriplicella,mature,15,4,30,9
NBNORG0000058955,Scrobipalpa clintoni,mature,1,4,30,6
NBNORG0000058956,Scrobipalpa costella,mature,1,1,31,12
NBNORG0000058957,Scrobipalpa instabilella,mature,1,6,7,9
NBNORG0000058958,Scrobipalpa murinella,mature,1,5,30,6
NBNORG0000058959,Scrobipalpa nitentella,mature,15,6,31,8
NBNORG0000058960,Scrobipalpa obsoletella,mature,1,5,7,9
NBNORG0000058961,Scrobipalpa ocellatella,mature,1,5,7,10
NBNORG0000008908,Scrobipalpa pauperella,mature,21,5,7,7
NBNORG0000117187,Scrobipalpa salicorniae,mature,1,6,15,9
NBNORG0000060090,Scrobipalpa samadensis,mature,15,5,15,9
NBNORG0000058965,Scrobipalpa stangei,mature,1,7,31,7
NBNORG0000058966,Scrobipalpa suaedella,mature,15,6,31,8
NBNORG0000058967,Scrobipalpula diffluella,mature,21,6,31,7
NBNORG0000058968,Scrobipalpula tussilaginis,mature,1,6,30,9
NBNORG0000058969,Scythris cicadella,mature,1,7,31,7
NBNORG0000058971,Scythris empetrella,mature,1,6,31,7
NBNORG0000058972,Scythris fallacella,mature,21,5,7,7
NBNORG0000058973,Scythris fuscoaenea,mature,1,6,31,8
NBNORG0000058974,Scythris grandipennis,mature,21,5,31,8
NBNORG0000058975,Scythris inspersella,mature,1,7,31,8
NBNORG0000058976,Scythris limbella,mature,1,6,30,9
NBNORG0000058977,Scythris picaepennis,mature,21,5,30,9
NBNORG0000006842,Scythris potentillella,mature,1,6,31,10
NBNORG0000058978,Scythris siccella,mature,1,6,31,7
NBNORG0000058970,Scythris subcinctella,mature,1,5,30,9
NBNORG0000058980,Scythropia crataegella,mature,1,6,30,9
NBNORG0000009525,Sedina buettneri,mature,15,9,15,10
NBNORG0000058982,Selagia argyrella,mature,1,7,31,7
NBNORG0000058983,Selania leplastriana,mature,1,7,31,7
NBNORG0000009227,Selenia dentaria,mature,15,2,15,9
NBNORG0000058984,Selenia lunularia,mature,15,4,21,8
NBNORG0000009228,Selenia tetralunaria,mature,21,3,7,9
NBNORG0000009241,Selidosema brunnearia,mature,1,7,7,9
NBNORG0000058985,Selidosema brunnearia brunnearia,mature,1,7,7,9
NBNORG0000117297,Selidosema brunnearia scandinaviaria,mature,1,7,7,9
NBNORG0000070482,Selidosema brunnearia tyronensis,mature,1,7,7,9
NBNORG0000058987,Semioscopis avellanella,mature,1,3,31,5
NBNORG0000058988,Semioscopis steinkellneriana,mature,21,3,31,5
NBNORG0000042590,Senta flammea,mature,21,4,15,8
NBNORG0000108160,Sesamia nonagrioides,mature,1,5,31,10
NBNORG0000009027,Sesia apiformis,mature,7,5,31,7
NBNORG0000058989,Sesia bembeciformis,mature,1,6,15,8
NBNORG0000009300,Setina irrorella,mature,21,4,21,7
NBNORG0000122554,Sideridis reticulata,mature,1,5,31,7
NBNORG0000117407,Sideridis reticulata hibernica,mature,1,5,31,7
NBNORG0000117406,Sideridis reticulata marginosa,mature,1,5,31,7
NBNORG0000117405,Sideridis reticulata reticulata,mature,1,5,31,7
NBNORG0000009387,Sideridis rivularis,mature,15,4,30,9
NBNORG0000058995,Sideridis turbida,mature,21,4,15,8
NBNORG0000009460,Simyra albovenosa,mature,15,4,30,9
NBNORG0000009256,Siona lineata,mature,21,5,7,7
NBNORG0000058996,Sitochroa palealis,mature,15,6,15,9
NBNORG0000058997,Sitochroa verticalis,mature,1,5,31,8
NBNORG0000058998,Sitotroga cerealella,mature,1,7,31,8
NBNORG0000009264,Smerinthus ocellata,mature,21,4,7,8
NBNORG0000059001,Sophronia semicostella,mature,15,6,15,8
NBNORG0000059002,Sorhagenia janiszewskae,mature,21,6,31,8
NBNORG0000059003,Sorhagenia lophyrella,mature,1,5,31,8
NBNORG0000059004,Sorhagenia rhamniella,mature,1,7,31,8
NBNORG0000059005,Spaelotis ravida,mature,1,6,30,9
NBNORG0000059006,Spargania luctuata,mature,1,5,31,8
NBNORG0000059007,Sparganothis pilleriana,mature,1,7,30,9
NBNORG0000059008,Spatalistis bifasciana,mature,1,5,31,7
NBNORG0000009261,Sphinx ligustri,mature,7,5,15,8
NBNORG0000009262,Sphinx pinastri,mature,15,4,15,9
NBNORG0000043318,Spilonota laricana,mature,1,6,30,9
NBNORG0000059012,Spilonota ocellana,mature,1,5,30,9
NBNORG0000009318,Spilosoma lubricipeda,mature,1,4,31,10
NBNORG0000009319,Spilosoma lutea,mature,15,4,30,9
NBNORG0000009320,Spilosoma urticae,mature,1,5,15,8
NBNORG0000059013,Spodoptera cilium,mature,15,9,7,11
NBNORG0000059014,Spodoptera exigua,mature,1,2,31,12
NBNORG0000009530,Spodoptera littoralis,mature,15,6,15,10
NBNORG0000059015,Spoladea recurvalis,mature,1,7,31,12
NBNORG0000059016,Spuleria flavicaput,mature,1,5,30,6
NBNORG0000009348,Standfussiana lucernea,mature,21,5,30,9
NBNORG0000059017,Stathmopoda pedella,mature,1,6,15,8
NBNORG0000009279,Stauropus fagi,mature,15,4,15,8
NBNORG0000102878,Stegania cararia,mature,15,6,15,8
NBNORG0000059019,Stegania trimaculata,mature,1,4,31,8
NBNORG0000059020,Stenolechia gemmella,mature,21,7,30,9
NBNORG0000099287,Stenoptilia annadactyla,mature,1,5,31,8
NBNORG0000059021,Stenoptilia bipunctidactyla,mature,1,5,31,10
NBNORG0000117204,Stenoptilia inopinata,mature,1,6,31,8
NBNORG0000043332,Stenoptilia islandicus,mature,21,6,31,7
NBNORG0000043333,Stenoptilia millieridactyla,mature,1,6,30,9
NBNORG0000059022,Stenoptilia pneumonanthes,mature,1,7,30,9
NBNORG0000059023,Stenoptilia pterodactyla,mature,1,6,31,8
NBNORG0000108491,Stenoptilia scabiodactylus,mature,21,5,31,8
NBNORG0000059024,Stenoptilia zophodactylus,mature,1,5,30,11
NBNORG0000059025,Stenoptinea cyaneimarmorella,mature,1,5,31,8
NBNORG0000059026,Stephensia brunnichella,mature,1,5,30,9
NBNORG0000018478,Sterrhopterix fusca,mature,1,6,31,7
NBNORG0000058619,Stictea mygindiana,mature,1,5,30,6
NBNORG0000059028,Stigmella aceris,mature,1,5,31,8
NBNORG0000059029,Stigmella aeneofasciella,mature,1,5,31,8
NBNORG0000059030,Stigmella alnetella,mature,1,8,31,8
NBNORG0000059031,Stigmella anomalella,mature,1,5,31,8
NBNORG0000059032,Stigmella assimilella,mature,1,6,31,7
NBNORG0000059033,Stigmella atricapitella,mature,1,5,31,8
NBNORG0000059034,Stigmella aurella,mature,1,4,30,9
NBNORG0000059035,Stigmella auromarginella,mature,1,5,30,9
NBNORG0000059036,Stigmella basiguttella,mature,1,5,31,8
NBNORG0000059037,Stigmella betulicola,mature,1,5,31,8
NBNORG0000059038,Stigmella carpinella,mature,1,5,31,8
NBNORG0000059039,Stigmella catharticella,mature,1,5,31,8
NBNORG0000059040,Stigmella centifoliella,mature,1,4,31,8
NBNORG0000059041,Stigmella confusella,mature,1,5,31,5
NBNORG0000059042,Stigmella continuella,mature,1,5,31,8
NBNORG0000059043,Stigmella crataegella,mature,1,5,7,6
NBNORG0000059044,Stigmella desperatella,mature,1,6,30,6
NBNORG0000059045,Stigmella dryadella,mature,1,5,30,9
NBNORG0000059082,Stigmella filipendulae,mature,1,5,31,8
NBNORG0000059047,Stigmella floslactella,mature,1,5,31,8
NBNORG0000059048,Stigmella glutinosae,mature,1,8,31,8
NBNORG0000059049,Stigmella hemargyrella,mature,21,4,7,8
NBNORG0000059050,Stigmella hybnerella,mature,1,4,31,8
NBNORG0000043340,Stigmella incognitella,mature,1,5,31,8
NBNORG0000059051,Stigmella lapponica,mature,1,5,15,6
NBNORG0000043341,Stigmella lemniscella,mature,1,5,31,8
NBNORG0000059052,Stigmella luteella,mature,1,5,31,7
NBNORG0000043342,Stigmella magdalenae,mature,1,5,30,6
NBNORG0000059053,Stigmella malella,mature,1,5,31,8
NBNORG0000059054,Stigmella mespilicola,mature,1,5,31,8
NBNORG0000059055,Stigmella microtheriella,mature,1,5,31,8
NBNORG0000059056,Stigmella minusculella,mature,1,5,31,8
NBNORG0000059057,Stigmella myrtillella,mature,1,5,31,8
NBNORG0000059058,Stigmella nylandriella,mature,1,5,30,6
NBNORG0000059059,Stigmella obliquella,mature,1,5,31,8
NBNORG0000059060,Stigmella oxyacanthella,mature,1,6,30,6
NBNORG0000059061,Stigmella paradoxa,mature,21,4,31,5
NBNORG0000059062,Stigmella perpygmaeella,mature,1,5,31,8
NBNORG0000059063,Stigmella plagicolella,mature,1,5,31,8
NBNORG0000059064,Stigmella poterii,mature,1,4,31,8
NBNORG0000043345,Stigmella pretiosa,mature,1,6,30,6
NBNORG0000059065,Stigmella prunetorum,mature,1,5,31,8
NBNORG0000059066,Stigmella pyri,mature,21,5,31,8
NBNORG0000059067,Stigmella regiella,mature,1,5,30,6
NBNORG0000059068,Stigmella roborella,mature,1,5,31,8
NBNORG0000059069,Stigmella ruficapitella,mature,1,5,31,8
NBNORG0000043346,Stigmella sakhalinella,mature,1,5,30,6
NBNORG0000059070,Stigmella salicis,mature,1,4,31,8
NBNORG0000059071,Stigmella samiatella,mature,1,5,30,9
NBNORG0000059072,Stigmella sorbi,mature,1,5,31,5
NBNORG0000059073,Stigmella speciosa,mature,1,6,31,8
NBNORG0000059074,Stigmella spinosissimae,mature,1,5,31,8
NBNORG0000059075,Stigmella splendidissimella,mature,1,4,31,8
NBNORG0000059076,Stigmella suberivora,mature,1,4,31,8
NBNORG0000059077,Stigmella svenssoni,mature,1,5,31,8
NBNORG0000059078,Stigmella tiliae,mature,1,5,31,8
NBNORG0000059079,Stigmella tityrella,mature,1,4,31,8
NBNORG0000059080,Stigmella torminalis,mature,1,5,30,6
NBNORG0000059081,Stigmella trimaculella,mature,1,5,31,8
NBNORG0000059083,Stigmella ulmivora,mature,1,5,31,5
NBNORG0000059084,Stigmella viscerella,mature,21,5,30,6
NBNORG0000059085,Stigmella zelleriella,mature,1,5,31,8
NBNORG0000009533,Stilbia anomala,mature,15,7,15,10
NBNORG0000059088,Strophedra nitidana,mature,1,5,7,8
NBNORG0000059089,Strophedra weirana,mature,1,5,31,7
NBNORG0000057283,Subacronicta megacephala,mature,15,4,31,8
NBNORG0000009443,Sunira circellaris,mature,21,8,21,12
NBNORG0000059090,Swammerdamia caesiella,mature,1,5,31,8
NBNORG0000059091,Swammerdamia compunctella,mature,1,6,31,7
NBNORG0000059092,Swammerdamia passerella,mature,1,6,30,6
NBNORG0000059093,Swammerdamia pyrella,mature,21,4,30,9
NBNORG0000059094,Symmoca signatella,mature,1,7,30,9
NBNORG0000009033,Synanthedon andrenaeformis,mature,7,6,21,7
NBNORG0000009036,Synanthedon culiciformis,mature,15,4,15,7
NBNORG0000009032,Synanthedon flaviventris,mature,15,6,21,7
NBNORG0000009035,Synanthedon formicaeformis,mature,15,5,21,8
NBNORG0000009034,Synanthedon myopaeformis,mature,21,5,15,8
NBNORG0000009031,Synanthedon scoliaeformis,mature,1,6,31,7
NBNORG0000059096,Synanthedon spheciformis,mature,15,5,30,6
NBNORG0000009029,Synanthedon tipuliformis,mature,21,5,31,7
NBNORG0000009030,Synanthedon vespiformis,mature,1,5,31,8
NBNORG0000059097,Synaphe punctalis,mature,21,5,7,9
NBNORG0000060141,Syndemis musculana,mature,1,4,31,7
NBNORG0000009563,Syngrapha interrogationis,mature,15,6,15,9
NBNORG0000009534,Synthymia fixa,mature,1,4,31,7
NBNORG0000043404,Tachystola acroxantha,mature,1,4,31,12
NBNORG0000059109,Taleporia tubulosa,mature,21,5,30,6
NBNORG0000009464,Tathorhynchus exsiccata,mature,15,12,7,5
NBNORG0000059111,Tebenna micalis,mature,1,7,31,10
NBNORG0000059113,Telechrysis tripuncta,mature,21,5,30,6
NBNORG0000059114,Teleiodes flavimaculella,mature,1,5,31,7
NBNORG0000059115,Teleiodes luculella,mature,21,4,15,8
NBNORG0000059117,Teleiodes vulgella,mature,1,6,31,8
NBNORG0000059118,Teleiodes wagae,mature,1,5,7,7
NBNORG0000059119,Teleiopsis diffinis,mature,15,4,7,11
NBNORG0000059121,Tenaga nigripunctella,mature,1,6,30,9
NBNORG0000060038,Tethea ocularis,mature,15,4,31,8
NBNORG0000059122,Tethea ocularis octogesimea,mature,21,4,31,7
NBNORG0000059123,Tethea ocularis ocularis,mature,21,4,31,7
NBNORG0000060039,Tethea or,mature,15,4,31,8
NBNORG0000008832,Tethea or hibernica,mature,15,4,31,8
NBNORG0000059124,Tethea or or,mature,15,4,31,8
NBNORG0000009057,Tethea or scotica,mature,15,4,31,8
NBNORG0000059125,Tetheella fluctuosa,mature,7,5,31,8
NBNORG0000116224,Tetramoera langmaidi,mature,1,7,31,7
NBNORG0000009068,Thalera fimbrialis,mature,15,6,15,8
NBNORG0000009471,Thalpophila matura,mature,15,6,30,9
NBNORG0000059126,Thaumetopoea pityocampa,mature,1,6,31,8
NBNORG0000009291,Thaumetopoea processionea,mature,21,7,7,9
NBNORG0000059129,Thera britannica,mature,21,3,31,12
NBNORG0000009138,Thera cognata,mature,7,6,15,9
NBNORG0000024879,Thera cupressata,mature,15,4,15,12
NBNORG0000009139,Thera juniperata,mature,15,8,30,11
NBNORG0000117274,Thera juniperata juniperata,mature,15,9,15,11
NBNORG0000117276,Thera juniperata orcadensis,mature,15,9,15,11
NBNORG0000117275,Thera juniperata scotica,mature,15,9,15,11
NBNORG0000059133,Thera obeliscata,mature,1,4,30,11
NBNORG0000108161,Thera vetustata,mature,15,6,15,10
NBNORG0000009253,Theria primaria,mature,21,12,21,4
NBNORG0000059477,Thetidia smaragdaria,mature,15,6,15,7
NBNORG0000117307,Thetidia smaragdaria maritima,mature,15,6,15,7
NBNORG0000117306,Thetidia smaragdaria smaragdaria,mature,15,6,15,7
NBNORG0000059135,Thiodia citrana,mature,1,6,31,8
NBNORG0000043476,Thiotricha subocellea,mature,15,6,15,8
NBNORG0000059136,Thisanotia chrysonuchella,mature,1,5,15,7
NBNORG0000059137,Tholera cespitis,mature,15,7,15,10
NBNORG0000009398,Tholera decimalis,mature,15,7,7,10
NBNORG0000059138,Thumatha senex,mature,1,6,31,8
NBNORG0000009055,Thyatira batis,mature,15,4,15,9
NBNORG0000133810,Thyraylia nana,mature,1,5,31,7
NBNORG0000117490,Thysanoplusia daubei,mature,1,5,31,12
NBNORG0000006852,Thysanoplusia orichalcea,mature,15,6,21,11
NBNORG0000059195,Tiliacea aurago,mature,15,8,15,11
NBNORG0000009449,Tiliacea citrago,mature,7,8,7,11
NBNORG0000059144,Tinagma balteolella,mature,1,5,30,6
NBNORG0000059145,Tinagma ocnerostomella,mature,1,5,31,7
NBNORG0000059146,Tinea columbariella,mature,1,6,30,9
NBNORG0000059147,Tinea dubiella,mature,1,5,30,9
NBNORG0000059149,Tinea flavescentella,mature,1,2,30,11
NBNORG0000059152,Tinea pallescentella,mature,1,1,31,12
NBNORG0000059153,Tinea pellionella,mature,1,2,31,10
NBNORG0000059154,Tinea semifulvella,mature,1,5,30,9
NBNORG0000059156,Tinea trinotella,mature,1,4,30,9
NBNORG0000059159,Tineola bisselliella,mature,1,2,30,9
NBNORG0000059160,Tischeria dodonaea,mature,1,6,7,7
NBNORG0000059161,Tischeria ekebladella,mature,15,4,30,9
NBNORG0000059164,Tortricodes alternella,mature,1,1,30,4
NBNORG0000059166,Tortrix viridana,mature,15,5,31,7
NBNORG0000009472,Trachea atriplicis,mature,21,5,15,10
NBNORG0000129700,Trachypepla contritella,mature,31,10,1,2
NBNORG0000059167,Triaxomasia caprimulgella,mature,1,6,15,8
NBNORG0000059168,Triaxomera fulvimitrella,mature,1,5,31,7
NBNORG0000059169,Triaxomera parasitella,mature,1,5,31,7
NBNORG0000009038,Trichiura crataegi,mature,1,7,31,10
NBNORG0000059172,Trichophaga tapetzella,mature,1,4,31,8
NBNORG0000059173,Trichoplusia ni,mature,1,2,21,12
NBNORG0000009208,Trichopteryx carpinata,mature,1,3,7,6
NBNORG0000059175,Trichopteryx polycommata,mature,21,2,21,5
NBNORG0000043539,Trifurcula beirnei,mature,1,8,30,9
NBNORG0000059176,Trifurcula cryptella,mature,1,5,30,6
NBNORG0000059177,Trifurcula eurema,mature,1,5,31,8
NBNORG0000059178,Trifurcula immundella,mature,1,6,30,9
NBNORG0000043541,Trifurcula squamatella,mature,1,8,31,8
NBNORG0000043542,Trifurcula subnitidella,mature,1,5,7,9
NBNORG0000009438,Trigonophora flammea,mature,21,9,15,11
NBNORG0000009009,Triodia sylvina,mature,21,6,21,9
NBNORG0000009148,Triphosa dubitata,mature,15,7,15,6
NBNORG0000059179,Trisateles emortualis,mature,1,6,7,8
NBNORG0000108229,Tuta absoluta,mature,1,4,31,12
NBNORG0000009327,Tyria jacobaeae,mature,15,4,15,8
NBNORG0000059180,Tyta luctuosa,mature,21,4,31,8
NBNORG0000059182,Udea decrepitalis,mature,1,5,31,7
NBNORG0000059183,Udea ferrugalis,mature,1,1,31,12
NBNORG0000059184,Udea fulvalis,mature,1,7,15,9
NBNORG0000059185,Udea lutealis,mature,21,6,30,9
NBNORG0000059186,Udea olivalis,mature,15,5,31,8
NBNORG0000059187,Udea prunalis,mature,21,5,31,8
NBNORG0000059188,Udea uliginosalis,mature,15,6,7,9
NBNORG0000058720,Uncinus obductella,mature,21,6,31,8
NBNORG0000059189,Uresiphita gilvata,mature,1,8,31,10
NBNORG0000117258,Uresiphita reversalis,mature,1,9,30,9
NBNORG0000009313,Utetheisa pulchella,mature,15,6,15,12
NBNORG0000009201,Venusia blomeri,mature,1,5,31,8
NBNORG0000009202,Venusia cambrica,mature,15,5,7,9
NBNORG0000059174,Vittaplusia vittata,mature,1,1,31,12
NBNORG0000059194,Vitula biviella,mature,15,6,15,8
NBNORG0000043584,Vitula serratilineella,mature,1,6,15,10
NBNORG0000043589,Watsonalla binaria,mature,15,4,30,9
NBNORG0000043590,Watsonalla cultraria,mature,15,4,30,9
NBNORG0000058878,Wheeleria spilodactylus,mature,1,6,31,8
NBNORG0000041906,Whittleia retiella,mature,1,5,30,6
NBNORG0000009450,Xanthia togata,mature,1,8,31,10
NBNORG0000009105,Xanthorhoe biriviata,mature,15,3,7,9
NBNORG0000060015,Xanthorhoe decoloraria,mature,7,5,15,9
NBNORG0000059197,Xanthorhoe decoloraria decoloraria,mature,7,5,15,9
NBNORG0000059198,Xanthorhoe decoloraria hethlandica,mature,7,5,15,9
NBNORG0000009106,Xanthorhoe designata,mature,1,4,15,10
NBNORG0000009107,Xanthorhoe ferrugata,mature,15,4,30,9
NBNORG0000009108,Xanthorhoe fluctuata,mature,1,4,31,10
NBNORG0000006863,Xanthorhoe fluctuata fluctuata,mature,1,4,31,10
NBNORG0000059199,Xanthorhoe fluctuata thules,mature,1,4,31,10
NBNORG0000060016,Xanthorhoe montanata,mature,15,4,15,9
NBNORG0000059200,Xanthorhoe montanata montanata,mature,1,5,21,8
NBNORG0000008835,Xanthorhoe montanata shetlandica,mature,1,5,21,8
NBNORG0000006855,Xanthorhoe quadrifasiata,mature,1,6,31,8
NBNORG0000059201,Xanthorhoe spadicearia,mature,15,4,15,9
NBNORG0000086958,Xanthorhoe spadicearia/ferrugata,mature,15,4,30,9
NBNORG0000059202,Xenolechia aethiops,mature,21,3,7,6
NBNORG0000009367,Xestia agathina,mature,21,7,15,10
NBNORG0000008873,Xestia agathina agathina,mature,21,7,15,10
NBNORG0000008874,Xestia agathina hebridicola,mature,21,7,15,10
NBNORG0000060417,Xestia alpicola,mature,21,6,15,8
NBNORG0000059203,Xestia alpicola alpicola,mature,21,6,15,8
NBNORG0000009361,Xestia alpicola alpina,mature,21,6,15,8
NBNORG0000009364,Xestia ashworthii,mature,1,6,15,8
NBNORG0000059204,Xestia baja,mature,21,6,21,9
NBNORG0000059205,Xestia castanea,mature,15,6,15,10
NBNORG0000009362,Xestia c-nigrum,mature,1,5,15,11
NBNORG0000059206,Xestia ditrapezium,mature,1,6,31,8
NBNORG0000009366,Xestia sexstrigata,mature,21,6,21,9
NBNORG0000009365,Xestia stigmatica,mature,21,6,15,9
NBNORG0000009363,Xestia triangulum,mature,15,5,15,9
NBNORG0000059207,Xestia xanthographa,mature,1,6,31,10
NBNORG0000009433,Xylena exsoleta,mature,1,9,7,6
NBNORG0000058417,Xylena solidaginis,mature,1,8,15,10
NBNORG0000059208,Xylena vetusta,mature,21,8,7,6
NBNORG0000009434,Xylocampa areola,mature,15,2,31,5
NBNORG0000059209,Xystophora pulveratella,mature,1,5,30,6
NBNORG0000059210,Yponomeuta cagnagella,mature,15,6,15,9
NBNORG0000059211,Yponomeuta evonymella,mature,7,6,15,9
NBNORG0000059212,Yponomeuta irrorella,mature,1,7,31,8
NBNORG0000059213,Yponomeuta malinellus,mature,15,6,15,9
NBNORG0000059214,Yponomeuta padella,mature,15,5,15,9
NBNORG0000059215,Yponomeuta plumbella,mature,1,7,30,9
NBNORG0000059216,Yponomeuta rorrella,mature,1,7,31,8
NBNORG0000043611,Yponomeuta sedella,mature,1,4,30,9
NBNORG0000059219,Ypsolopha alpella,mature,1,7,31,10
NBNORG0000059220,Ypsolopha asperella,mature,31,7,1,5
NBNORG0000059221,Ypsolopha dentella,mature,1,7,30,9
NBNORG0000059222,Ypsolopha horridella,mature,1,7,30,9
NBNORG0000059223,Ypsolopha lucella,mature,1,7,30,9
NBNORG0000059224,Ypsolopha mucronella,mature,1,1,31,12
NBNORG0000059225,Ypsolopha nemorella,mature,1,6,31,8
